# of genes	# of total genes	Log of odds ratio	P-value	Adjusted p-value	GO term ID	Go term name
29	102	0.62778	0.00000	<0.00050	GO:0019362	pyridine nucleotide metabolic process
29	102	0.62778	0.00000	<0.00050	GO:0043178	alcohol binding
29	102	0.62778	0.00000	<0.00050	GO:0046496	nicotinamide nucleotide metabolic process
90	322	0.62751	0.00000	<0.00050	GO:0006091	generation of precursor metabolites and energy
57	202	0.62698	0.00000	<0.00050	GO:0032846	positive regulation of homeostatic process
21	74	0.62664	0.00000	0.00100	GO:0030193	regulation of blood coagulation
21	74	0.62664	0.00000	0.00100	GO:0051219	phosphoprotein binding
21	74	0.62664	0.00000	0.00100	GO:1900046	regulation of hemostasis
36	127	0.62659	0.00000	<0.00050	GO:0015718	monocarboxylic acid transport
19	67	0.62643	0.00000	0.00450	GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway
19	67	0.62643	0.00000	0.00450	GO:0030817	regulation of cAMP biosynthetic process
30	106	0.62508	0.00000	<0.00050	GO:0018105	peptidyl-serine phosphorylation
44	156	0.62460	0.00000	<0.00050	GO:0072330	monocarboxylic acid biosynthetic process
31	110	0.62258	0.00000	<0.00050	GO:0015085	calcium ion transmembrane transporter activity
90	325	0.62187	0.00000	<0.00050	GO:0032870	cellular response to hormone stimulus
36	128	0.62184	0.00000	<0.00050	GO:0070588	calcium ion transmembrane transport
18	64	0.62163	0.00001	0.01850	GO:0032410	negative regulation of transporter activity
68	244	0.62142	0.00000	<0.00050	GO:0003012	muscle system process
27	96	0.62114	0.00000	<0.00050	GO:2001257	regulation of cation channel activity
49	175	0.62094	0.00000	<0.00050	GO:0009611	response to wounding
96	348	0.62076	0.00000	<0.00050	GO:0031667	response to nutrient levels
100	363	0.62074	0.00000	<0.00050	GO:0006066	alcohol metabolic process
178	665	0.62028	0.00000	<0.00050	GO:0009725	response to hormone
23	82	0.61950	0.00000	0.00050	GO:0045778	positive regulation of ossification
23	82	0.61950	0.00000	0.00050	GO:0098869	cellular oxidant detoxification
38	136	0.61811	0.00000	<0.00050	GO:0032868	response to insulin
118	433	0.61795	0.00000	<0.00050	GO:0032844	regulation of homeostatic process
41	147	0.61741	0.00000	<0.00050	GO:0098802	plasma membrane receptor complex
144	534	0.61718	0.00000	<0.00050	GO:0098660	inorganic ion transmembrane transport
36	129	0.61714	0.00000	<0.00050	GO:0008217	regulation of blood pressure
31	111	0.61713	0.00000	<0.00050	GO:1902652	secondary alcohol metabolic process
47	169	0.61653	0.00000	<0.00050	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation
68	246	0.61647	0.00000	<0.00050	GO:0071363	cellular response to growth factor stimulus
83	302	0.61587	0.00000	<0.00050	GO:0043025	neuronal cell body
100	366	0.61575	0.00000	<0.00050	GO:0044297	cell body
37	133	0.61537	0.00000	<0.00050	GO:0009636	response to toxic substance
22	79	0.61524	0.00000	0.00100	GO:0048259	regulation of receptor-mediated endocytosis
30	108	0.61382	0.00000	<0.00050	GO:0005057	receptor signaling protein activity
62	225	0.61348	0.00000	<0.00050	GO:0050795	regulation of behavior
18	65	0.61237	0.00001	0.02500	GO:1901292	nucleoside phosphate catabolic process
82	300	0.61236	0.00000	<0.00050	GO:0001101	response to acid chemical
48	174	0.61180	0.00000	<0.00050	GO:0071241	cellular response to inorganic substance
531	2340	0.61170	0.00000	<0.00050	GO:0042221	response to chemical
21	76	0.61065	0.00000	0.00250	GO:0019199	transmembrane receptor protein kinase activity
24	87	0.60952	0.00000	0.00050	GO:0098754	detoxification
19	69	0.60883	0.00000	0.01300	GO:0001938	positive regulation of endothelial cell proliferation
19	69	0.60883	0.00000	0.01300	GO:0051216	cartilage development
19	69	0.60883	0.00000	0.01300	GO:0055024	regulation of cardiac muscle tissue development
22	80	0.60773	0.00000	0.00100	GO:0008652	cellular amino acid biosynthetic process
25	91	0.60704	0.00000	0.00050	GO:0030814	regulation of cAMP metabolic process
28	102	0.60663	0.00000	<0.00050	GO:0046034	ATP metabolic process
445	1899	0.60647	0.00000	<0.00050	GO:0010033	response to organic substance
193	742	0.60627	0.00000	<0.00050	GO:1901701	cellular response to oxygen-containing compound
65	239	0.60612	0.00000	<0.00050	GO:0016053	organic acid biosynthetic process
65	239	0.60612	0.00000	<0.00050	GO:0046394	carboxylic acid biosynthetic process
20	73	0.60568	0.00000	0.00450	GO:0010827	regulation of glucose transport
101	376	0.60567	0.00000	<0.00050	GO:0009991	response to extracellular stimulus
44	161	0.60559	0.00000	<0.00050	GO:0071375	cellular response to peptide hormone stimulus
23	84	0.60509	0.00000	0.00050	GO:0051963	regulation of synapse assembly
23	84	0.60509	0.00000	0.00050	GO:2000117	negative regulation of cysteine-type endopeptidase activity
26	95	0.60478	0.00000	0.00050	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway
21	77	0.60287	0.00000	0.00300	GO:0008344	adult locomotory behavior
21	77	0.60287	0.00000	0.00300	GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process
96	359	0.60195	0.00000	<0.00050	GO:0071396	cellular response to lipid
46	170	0.59992	0.00000	<0.00050	GO:0030522	intracellular receptor signaling pathway
32	118	0.59960	0.00000	<0.00050	GO:0044309	neuron spine
142	542	0.59928	0.00000	<0.00050	GO:0044700	single organism signaling
29	107	0.59907	0.00000	<0.00050	GO:0008203	cholesterol metabolic process
29	107	0.59907	0.00000	<0.00050	GO:0072524	pyridine-containing compound metabolic process
40	148	0.59841	0.00000	<0.00050	GO:0051262	protein tetramerization
73	273	0.59744	0.00000	<0.00050	GO:0048511	rhythmic process
49	182	0.59737	0.00000	<0.00050	GO:1901215	negative regulation of neuron death
142	544	0.59706	0.00000	<0.00050	GO:0023052	signaling
24	89	0.59600	0.00000	0.00050	GO:0006614	SRP-dependent cotranslational protein targeting to membrane
35	130	0.59556	0.00000	<0.00050	GO:2001056	positive regulation of cysteine-type endopeptidase activity
21	78	0.59522	0.00000	0.00450	GO:0032869	cellular response to insulin stimulus
21	78	0.59522	0.00000	0.00450	GO:0050818	regulation of coagulation
18	67	0.59440	0.00001	0.04050	GO:0040014	regulation of multicellular organism growth
59	221	0.59396	0.00000	<0.00050	GO:0033218	amide binding
54	202	0.59392	0.00000	<0.00050	GO:0002791	regulation of peptide secretion
22	82	0.59308	0.00000	0.00250	GO:0046620	regulation of organ growth
22	82	0.59308	0.00000	0.00250	GO:0060191	regulation of lipase activity
22	82	0.59308	0.00000	0.00250	GO:1901888	regulation of cell junction assembly
31	116	0.59083	0.00000	<0.00050	GO:0043197	dendritic spine
20	75	0.58969	0.00000	0.01250	GO:2000278	regulation of DNA biosynthetic process
63	238	0.58958	0.00000	<0.00050	GO:0097190	apoptotic signaling pathway
65	246	0.58886	0.00000	<0.00050	GO:0046883	regulation of hormone secretion
47	177	0.58884	0.00000	<0.00050	GO:0030278	regulation of ossification
42	158	0.58879	0.00000	<0.00050	GO:0016829	lyase activity
59	223	0.58859	0.00000	<0.00050	GO:0050730	regulation of peptidyl-tyrosine phosphorylation
72	274	0.58684	0.00000	<0.00050	GO:0006631	fatty acid metabolic process
51	193	0.58656	0.00000	<0.00050	GO:0042277	peptide binding
52	197	0.58607	0.00000	<0.00050	GO:0090276	regulation of peptide hormone secretion
22	83	0.58593	0.00000	0.00250	GO:0042383	sarcolemma
36	136	0.58561	0.00000	<0.00050	GO:0097193	intrinsic apoptotic signaling pathway
53	201	0.58560	0.00000	<0.00050	GO:1900542	regulation of purine nucleotide metabolic process
120	465	0.58556	0.00000	<0.00050	GO:0032787	monocarboxylic acid metabolic process
54	205	0.58516	0.00000	<0.00050	GO:0006140	regulation of nucleotide metabolic process
54	205	0.58516	0.00000	<0.00050	GO:0051480	cytosolic calcium ion homeostasis
27	102	0.58502	0.00000	0.00050	GO:0016052	carbohydrate catabolic process
37	140	0.58477	0.00000	<0.00050	GO:0009167	purine ribonucleoside monophosphate metabolic process
56	213	0.58435	0.00000	<0.00050	GO:2000116	regulation of cysteine-type endopeptidase activity
33	125	0.58376	0.00000	<0.00050	GO:0071219	cellular response to molecule of bacterial origin
19	72	0.58369	0.00001	0.02900	GO:0046470	phosphatidylcholine metabolic process
34	129	0.58287	0.00000	<0.00050	GO:0007623	circadian rhythm
85	327	0.58284	0.00000	<0.00050	GO:0030425	dendrite
345	1466	0.58225	0.00000	<0.00050	GO:0070887	cellular response to chemical stimulus
20	76	0.58191	0.00001	0.01800	GO:0034766	negative regulation of ion transmembrane transport
20	76	0.58191	0.00001	0.01800	GO:0050905	neuromuscular process
25	95	0.58157	0.00000	0.00050	GO:0010906	regulation of glucose metabolic process
25	95	0.58157	0.00000	0.00050	GO:1903729	regulation of plasma membrane organization
116	452	0.58143	0.00000	<0.00050	GO:0098662	inorganic cation transmembrane transport
42	160	0.58135	0.00000	<0.00050	GO:0010952	positive regulation of peptidase activity
289	1202	0.58132	0.00000	<0.00050	GO:0071310	cellular response to organic substance
37	141	0.58057	0.00000	<0.00050	GO:0009126	purine nucleoside monophosphate metabolic process
62	238	0.57991	0.00000	<0.00050	GO:0048732	gland development
32	122	0.57986	0.00000	<0.00050	GO:0016125	sterol metabolic process
46	176	0.57932	0.00000	<0.00050	GO:0007204	positive regulation of cytosolic calcium ion concentration
87	337	0.57915	0.00000	<0.00050	GO:0031983	vesicle lumen
109	426	0.57821	0.00000	<0.00050	GO:0044283	small molecule biosynthetic process
23	88	0.57762	0.00000	0.00200	GO:0030665	clathrin-coated vesicle membrane
285	1191	0.57749	0.00000	<0.00050	GO:0006811	ion transport
36	138	0.57700	0.00000	<0.00050	GO:0010594	regulation of endothelial cell migration
30	115	0.57654	0.00000	<0.00050	GO:0006733	oxidoreduction coenzyme metabolic process
30	115	0.57654	0.00000	<0.00050	GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
38	146	0.57586	0.00000	<0.00050	GO:0071216	cellular response to biotic stimulus
19	73	0.57562	0.00001	0.03850	GO:0005253	anion channel activity
25	96	0.57542	0.00000	0.00050	GO:0044724	single-organism carbohydrate catabolic process
39	150	0.57535	0.00000	<0.00050	GO:0009743	response to carbohydrate
39	150	0.57535	0.00000	<0.00050	GO:0033500	carbohydrate homeostasis
39	150	0.57535	0.00000	<0.00050	GO:0042593	glucose homeostasis
163	653	0.57485	0.00000	<0.00050	GO:0016491	oxidoreductase activity
41	158	0.57444	0.00000	<0.00050	GO:0022900	electron transport chain
33	127	0.57442	0.00000	<0.00050	GO:0003013	circulatory system process
20	77	0.57426	0.00001	0.02300	GO:0030004	cellular monovalent inorganic cation homeostasis
20	77	0.57426	0.00001	0.02300	GO:0038127	ERBB signaling pathway
69	268	0.57419	0.00000	<0.00050	GO:0006163	purine nucleotide metabolic process
86	336	0.57387	0.00000	<0.00050	GO:0060205	cytoplasmic membrane-bounded vesicle lumen
34	131	0.57382	0.00000	<0.00050	GO:0034284	response to monosaccharide
43	166	0.57365	0.00000	<0.00050	GO:0009123	nucleoside monophosphate metabolic process
27	104	0.57362	0.00000	0.00050	GO:0043200	response to amino acid
21	81	0.57306	0.00000	0.01150	GO:0007631	feeding behavior
28	108	0.57283	0.00000	0.00050	GO:0045667	regulation of osteoblast differentiation
48	186	0.57212	0.00000	<0.00050	GO:0006575	cellular modified amino acid metabolic process
22	85	0.57198	0.00000	0.00450	GO:1903076	regulation of protein localization to plasma membrane
49	190	0.57188	0.00000	<0.00050	GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process
52	202	0.57126	0.00000	<0.00050	GO:0034112	positive regulation of homotypic cell-cell adhesion
23	89	0.57102	0.00000	0.00250	GO:0004497	monooxygenase activity
31	120	0.57087	0.00000	<0.00050	GO:0006694	steroid biosynthetic process
91	358	0.57075	0.00000	<0.00050	GO:0019216	regulation of lipid metabolic process
90	354	0.57066	0.00000	<0.00050	GO:0046873	metal ion transmembrane transporter activity
24	93	0.57015	0.00000	0.00100	GO:0006613	cotranslational protein targeting to membrane
24	93	0.57015	0.00000	0.00100	GO:0045047	protein targeting to ER
46	179	0.56937	0.00000	<0.00050	GO:0071229	cellular response to acid chemical
25	97	0.56937	0.00000	0.00100	GO:0005200	structural constituent of cytoskeleton
25	97	0.56937	0.00000	0.00100	GO:0072599	establishment of protein localization to endoplasmic reticulum
34	132	0.56936	0.00000	<0.00050	GO:0031099	regeneration
39	152	0.56757	0.00000	<0.00050	GO:0009161	ribonucleoside monophosphate metabolic process
30	117	0.56645	0.00000	<0.00050	GO:0016202	regulation of striated muscle tissue development
30	117	0.56645	0.00000	<0.00050	GO:0072562	blood microparticle
21	82	0.56591	0.00001	0.01800	GO:0034341	response to interferon-gamma
22	86	0.56517	0.00000	0.00650	GO:0043648	dicarboxylic acid metabolic process
383	1703	0.56441	0.00000	<0.00050	GO:0051049	regulation of transport
36	141	0.56439	0.00000	<0.00050	GO:0015698	inorganic anion transport
37	145	0.56415	0.00000	<0.00050	GO:0015850	organic hydroxy compound transport
77	305	0.56408	0.00000	<0.00050	GO:0072521	purine-containing compound metabolic process
24	94	0.56392	0.00000	0.00200	GO:0016853	isomerase activity
40	157	0.56356	0.00000	<0.00050	GO:1903036	positive regulation of response to wounding
166	679	0.56313	0.00000	<0.00050	GO:0051046	regulation of secretion
26	102	0.56292	0.00000	0.00050	GO:0006805	xenobiotic metabolic process
107	429	0.56271	0.00000	<0.00050	GO:0015672	monovalent inorganic cation transport
263	1118	0.56200	0.00000	<0.00050	GO:0098589	membrane region
29	114	0.56179	0.00000	0.00050	GO:0019903	protein phosphatase binding
154	630	0.56049	0.00000	<0.00050	GO:1903530	regulation of secretion by cell
205	857	0.55873	0.00000	<0.00050	GO:0055114	oxidation-reduction process
62	247	0.55807	0.00000	<0.00050	GO:0009150	purine ribonucleotide metabolic process
24	95	0.55777	0.00000	0.00250	GO:0042752	regulation of circadian rhythm
29	115	0.55671	0.00000	0.00050	GO:0048871	multicellular organismal homeostasis
49	195	0.55667	0.00000	<0.00050	GO:0010632	regulation of epithelial cell migration
30	119	0.55658	0.00000	0.00050	GO:1901861	regulation of muscle tissue development
31	123	0.55647	0.00000	<0.00050	GO:0018209	peptidyl-serine modification
35	139	0.55621	0.00000	<0.00050	GO:0042129	regulation of T cell proliferation
62	248	0.55571	0.00000	<0.00050	GO:0090087	regulation of peptide transport
94	381	0.55378	0.00000	<0.00050	GO:0051047	positive regulation of secretion
80	323	0.55342	0.00000	<0.00050	GO:0072507	divalent inorganic cation homeostasis
57	229	0.55235	0.00000	<0.00050	GO:0050714	positive regulation of protein secretion
37	148	0.55223	0.00000	<0.00050	GO:0009141	nucleoside triphosphate metabolic process
37	148	0.55223	0.00000	<0.00050	GO:0010950	positive regulation of endopeptidase activity
35	140	0.55205	0.00000	<0.00050	GO:0031256	leading edge membrane
35	140	0.55205	0.00000	<0.00050	GO:0050770	regulation of axonogenesis
21	84	0.55196	0.00001	0.02700	GO:0007565	female pregnancy
21	84	0.55196	0.00001	0.02700	GO:0034763	negative regulation of transmembrane transport
115	471	0.55178	0.00000	<0.00050	GO:0007267	cell-cell signaling
30	120	0.55173	0.00000	0.00050	GO:0046165	alcohol biosynthetic process
25	100	0.55168	0.00000	0.00200	GO:0055067	monovalent inorganic cation homeostasis
25	100	0.55168	0.00000	0.00200	GO:0070972	protein localization to endoplasmic reticulum
52	209	0.55133	0.00000	<0.00050	GO:0030100	regulation of endocytosis
171	715	0.55121	0.00000	<0.00050	GO:0034220	ion transmembrane transport
137	566	0.55114	0.00000	<0.00050	GO:0030001	metal ion transport
75	304	0.55023	0.00000	<0.00050	GO:0055074	calcium ion homeostasis
131	541	0.55014	0.00000	<0.00050	GO:0050801	ion homeostasis
53	214	0.54881	0.00000	<0.00050	GO:0046128	purine ribonucleoside metabolic process
87	355	0.54854	0.00000	<0.00050	GO:1903532	positive regulation of secretion by cell
222	951	0.54805	0.00000	<0.00050	GO:0051050	positive regulation of transport
50	202	0.54805	0.00000	<0.00050	GO:1903039	positive regulation of leukocyte cell-cell adhesion
72	293	0.54739	0.00000	<0.00050	GO:0006874	cellular calcium ion homeostasis
30	121	0.54693	0.00000	0.00050	GO:0048634	regulation of muscle organ development
30	121	0.54693	0.00000	0.00050	GO:0050807	regulation of synapse organization
30	121	0.54693	0.00000	0.00050	GO:0072522	purine-containing compound biosynthetic process
28	113	0.54653	0.00000	0.00050	GO:0045598	regulation of fat cell differentiation
41	166	0.54562	0.00000	<0.00050	GO:0044445	cytosolic part
23	93	0.54554	0.00000	0.00650	GO:0002224	toll-like receptor signaling pathway
94	387	0.54465	0.00000	<0.00050	GO:0006875	cellular metal ion homeostasis
124	516	0.54427	0.00000	<0.00050	GO:0055082	cellular chemical homeostasis
282	1246	0.54337	0.00000	<0.00050	GO:0097458	neuron part
163	689	0.54312	0.00000	<0.00050	GO:0007154	cell communication
32	130	0.54287	0.00000	<0.00050	GO:0009144	purine nucleoside triphosphate metabolic process
31	126	0.54253	0.00000	0.00050	GO:0050773	regulation of dendrite development
74	304	0.54224	0.00000	<0.00050	GO:0072503	cellular divalent inorganic cation homeostasis
30	122	0.54218	0.00000	0.00050	GO:0015081	sodium ion transmembrane transporter activity
106	440	0.54217	0.00000	<0.00050	GO:0030003	cellular cation homeostasis
109	453	0.54205	0.00000	<0.00050	GO:0006873	cellular ion homeostasis
118	492	0.54193	0.00000	<0.00050	GO:0098655	cation transmembrane transport
187	799	0.54190	0.00000	<0.00050	GO:0048878	chemical homeostasis
98	406	0.54177	0.00000	<0.00050	GO:0050708	regulation of protein secretion
55	225	0.54152	0.00000	<0.00050	GO:0006816	calcium ion transport
53	217	0.54074	0.00000	<0.00050	GO:0042278	purine nucleoside metabolic process
184	787	0.54065	0.00000	<0.00050	GO:0019752	carboxylic acid metabolic process
36	147	0.54021	0.00000	<0.00050	GO:0045766	positive regulation of angiogenesis
113	472	0.53989	0.00000	<0.00050	GO:0034097	response to cytokine
35	143	0.53979	0.00000	<0.00050	GO:0006814	sodium ion transport
23	94	0.53940	0.00000	0.01200	GO:0014066	regulation of phosphatidylinositol 3-kinase signaling
23	94	0.53940	0.00000	0.01200	GO:1901606	alpha-amino acid catabolic process
42	172	0.53914	0.00000	<0.00050	GO:1903035	negative regulation of response to wounding
22	90	0.53893	0.00001	0.02350	GO:0042692	muscle cell differentiation
40	164	0.53825	0.00000	<0.00050	GO:1904018	positive regulation of vasculature development
47	193	0.53820	0.00000	<0.00050	GO:0051048	negative regulation of secretion
77	319	0.53788	0.00000	<0.00050	GO:0034774	secretory granule lumen
224	977	0.53785	0.00000	<0.00050	GO:0009628	response to abiotic stimulus
30	123	0.53749	0.00000	0.00050	GO:0009205	purine ribonucleoside triphosphate metabolic process
57	235	0.53734	0.00000	<0.00050	GO:0007568	aging
62	256	0.53726	0.00000	<0.00050	GO:0071496	cellular response to external stimulus
26	107	0.53529	0.00000	0.00200	GO:0009063	cellular amino acid catabolic process
39	161	0.53420	0.00000	<0.00050	GO:0048639	positive regulation of developmental growth
59	245	0.53350	0.00000	<0.00050	GO:0006869	lipid transport
23	95	0.53334	0.00001	0.01800	GO:0042439	ethanolamine-containing compound metabolic process
63	262	0.53328	0.00000	<0.00050	GO:0009259	ribonucleotide metabolic process
67	279	0.53318	0.00000	<0.00050	GO:0015077	monovalent inorganic cation transmembrane transporter activity
48	199	0.53282	0.00000	<0.00050	GO:0006936	muscle contraction
121	513	0.53280	0.00000	<0.00050	GO:0098771	inorganic ion homeostasis
22	91	0.53261	0.00001	0.02850	GO:0035578	azurophil granule lumen
22	91	0.53261	0.00001	0.02850	GO:1904375	regulation of protein localization to cell periphery
29	120	0.53217	0.00000	0.00050	GO:0048754	branching morphogenesis of an epithelial tube
45	187	0.53108	0.00000	<0.00050	GO:0050670	regulation of lymphocyte proliferation
27	112	0.53074	0.00000	0.00100	GO:0050715	positive regulation of cytokine secretion
26	108	0.52997	0.00000	0.00250	GO:0002687	positive regulation of leukocyte migration
26	108	0.52997	0.00000	0.00250	GO:0030595	leukocyte chemotaxis
85	358	0.52977	0.00000	<0.00050	GO:0006954	inflammatory response
56	234	0.52944	0.00000	<0.00050	GO:0022409	positive regulation of cell-cell adhesion
78	328	0.52943	0.00000	<0.00050	GO:0072657	protein localization to membrane
47	196	0.52931	0.00000	<0.00050	GO:0050870	positive regulation of T cell activation
149	642	0.52902	0.00000	<0.00050	GO:0019725	cellular homeostasis
31	129	0.52902	0.00000	0.00050	GO:0009199	ribonucleoside triphosphate metabolic process
66	277	0.52849	0.00000	<0.00050	GO:0019693	ribose phosphate metabolic process
99	420	0.52817	0.00000	<0.00050	GO:0022890	inorganic cation transmembrane transporter activity
168	730	0.52802	0.00000	<0.00050	GO:0015075	ion transmembrane transporter activity
45	188	0.52802	0.00000	<0.00050	GO:0032944	regulation of mononuclear cell proliferation
45	188	0.52802	0.00000	<0.00050	GO:1901617	organic hydroxy compound biosynthetic process
175	763	0.52751	0.00000	<0.00050	GO:0006812	cation transport
23	96	0.52737	0.00001	0.02100	GO:0055088	lipid homeostasis
207	914	0.52692	0.00000	<0.00050	GO:0098796	membrane protein complex
211	934	0.52632	0.00000	<0.00050	GO:0098590	plasma membrane region
30	126	0.52369	0.00000	0.00050	GO:0009746	response to hexose
30	126	0.52369	0.00000	0.00050	GO:2000241	regulation of reproductive process
92	393	0.52289	0.00000	<0.00050	GO:0009117	nucleotide metabolic process
38	160	0.52278	0.00000	<0.00050	GO:0006367	transcription initiation from RNA polymerase II promoter
28	118	0.52172	0.00000	0.00100	GO:0050680	negative regulation of epithelial cell proliferation
55	233	0.52140	0.00000	<0.00050	GO:1901605	alpha-amino acid metabolic process
352	1660	0.52116	0.00000	<0.00050	GO:0044281	small molecule metabolic process
116	501	0.52108	0.00000	<0.00050	GO:0055080	cation homeostasis
54	229	0.52066	0.00000	<0.00050	GO:0034109	homotypic cell-cell adhesion
103	444	0.51971	0.00000	<0.00050	GO:0055065	metal ion homeostasis
93	400	0.51913	0.00000	<0.00050	GO:0006753	nucleoside phosphate metabolic process
25	106	0.51831	0.00000	0.00650	GO:0015103	inorganic anion transmembrane transporter activity
25	106	0.51831	0.00000	0.00650	GO:0050728	negative regulation of inflammatory response
33	140	0.51810	0.00000	0.00050	GO:0061138	morphogenesis of a branching epithelium
532	2726	0.51773	0.00000	<0.00050	GO:0065008	regulation of biological quality
104	450	0.51773	0.00000	<0.00050	GO:0051051	negative regulation of transport
56	239	0.51731	0.00000	<0.00050	GO:0098552	side of membrane
32	136	0.51703	0.00000	0.00050	GO:0061695	transferase complex, transferring phosphorus-containing groups
24	102	0.51703	0.00001	0.01850	GO:0044236	multicellular organismal metabolic process
259	1187	0.51648	0.00000	<0.00050	GO:0003008	system process
108	469	0.51640	0.00000	<0.00050	GO:0045860	positive regulation of protein kinase activity
66	283	0.51619	0.00000	<0.00050	GO:0048638	regulation of developmental growth
27	115	0.51569	0.00000	0.00250	GO:0043204	perikaryon
27	115	0.51569	0.00000	0.00250	GO:0043467	regulation of generation of precursor metabolites and energy
23	98	0.51565	0.00001	0.03100	GO:0042307	positive regulation of protein import into nucleus
37	158	0.51466	0.00000	<0.00050	GO:0050679	positive regulation of epithelial cell proliferation
52	223	0.51398	0.00000	<0.00050	GO:0045202	synapse
46	197	0.51397	0.00000	<0.00050	GO:0070663	regulation of leukocyte proliferation
28	120	0.51217	0.00000	0.00200	GO:0050671	positive regulation of lymphocyte proliferation
91	396	0.51205	0.00000	<0.00050	GO:0060627	regulation of vesicle-mediated transport
178	798	0.51192	0.00000	<0.00050	GO:0022891	substrate-specific transmembrane transporter activity
24	103	0.51150	0.00001	0.02100	GO:0016597	amino acid binding
42	181	0.50994	0.00000	<0.00050	GO:0005996	monosaccharide metabolic process
23	99	0.50991	0.00001	0.03800	GO:0042470	melanosome
23	99	0.50991	0.00001	0.03800	GO:0048770	pigment granule
23	99	0.50991	0.00001	0.03800	GO:1903038	negative regulation of leukocyte cell-cell adhesion
36	155	0.50991	0.00000	<0.00050	GO:0002685	regulation of leukocyte migration
114	502	0.50953	0.00000	<0.00050	GO:0006820	anion transport
74	322	0.50911	0.00000	<0.00050	GO:0034110	regulation of homotypic cell-cell adhesion
67	291	0.50901	0.00000	<0.00050	GO:0032147	activation of protein kinase activity
35	151	0.50868	0.00000	0.00050	GO:0017157	regulation of exocytosis
73	318	0.50831	0.00000	<0.00050	GO:0016337	single organismal cell-cell adhesion
93	408	0.50777	0.00000	<0.00050	GO:0030335	positive regulation of cell migration
28	121	0.50748	0.00000	0.00250	GO:0009749	response to glucose
28	121	0.50748	0.00000	0.00250	GO:0032946	positive regulation of mononuclear cell proliferation
24	104	0.50605	0.00001	0.02750	GO:0015980	energy derivation by oxidation of organic compounds
27	117	0.50593	0.00000	0.00450	GO:0023061	signal release
72	315	0.50568	0.00000	<0.00050	GO:0051186	cofactor metabolic process
32	139	0.50466	0.00000	0.00050	GO:0044703	multi-organism reproductive process
32	139	0.50466	0.00000	0.00050	GO:0048520	positive regulation of behavior
180	818	0.50447	0.00000	<0.00050	GO:0043069	negative regulation of programmed cell death
195	891	0.50442	0.00000	<0.00050	GO:0043436	oxoacid metabolic process
45	196	0.50425	0.00000	<0.00050	GO:0016485	protein processing
23	100	0.50425	0.00001	0.04500	GO:1904591	positive regulation of protein import
101	447	0.50421	0.00000	<0.00050	GO:0055086	nucleobase-containing small molecule metabolic process
470	2396	0.50395	0.00000	<0.00050	GO:0032879	regulation of localization
71	312	0.50300	0.00000	<0.00050	GO:1903037	regulation of leukocyte cell-cell adhesion
177	806	0.50268	0.00000	<0.00050	GO:0043066	negative regulation of apoptotic process
25	109	0.50253	0.00001	0.01850	GO:0050729	positive regulation of inflammatory response
30	131	0.50162	0.00000	0.00100	GO:0044106	cellular amine metabolic process
97	431	0.50121	0.00000	<0.00050	GO:0051272	positive regulation of cellular component movement
27	118	0.50113	0.00000	0.00450	GO:0006612	protein targeting to membrane
54	237	0.50109	0.00000	<0.00050	GO:0009119	ribonucleoside metabolic process
32	140	0.50061	0.00000	0.00050	GO:0009308	amine metabolic process
62	273	0.50042	0.00000	<0.00050	GO:1901657	glycosyl compound metabolic process
44	193	0.50014	0.00000	<0.00050	GO:0051896	regulation of protein kinase B signaling
197	908	0.49980	0.00000	<0.00050	GO:0006082	organic acid metabolic process
34	149	0.49977	0.00000	0.00050	GO:0001763	morphogenesis of a branching structure
77	341	0.49959	0.00000	<0.00050	GO:0098602	single organism cell adhesion
31	136	0.49902	0.00000	0.00050	GO:0019887	protein kinase regulator activity
87	387	0.49879	0.00000	<0.00050	GO:0015711	organic anion transport
45	198	0.49850	0.00000	<0.00050	GO:2001234	negative regulation of apoptotic signaling pathway
81	360	0.49823	0.00000	<0.00050	GO:0071345	cellular response to cytokine stimulus
254	1199	0.49806	0.00000	<0.00050	GO:0042592	homeostatic process
25	110	0.49740	0.00001	0.02300	GO:0002761	regulation of myeloid leukocyte differentiation
37	163	0.49702	0.00000	<0.00050	GO:0021700	developmental maturation
27	119	0.49638	0.00000	0.00650	GO:0046824	positive regulation of nucleocytoplasmic transport
27	119	0.49638	0.00000	0.00650	GO:0046887	positive regulation of hormone secretion
111	500	0.49598	0.00000	<0.00050	GO:0033674	positive regulation of kinase activity
43	190	0.49589	0.00000	<0.00050	GO:0006109	regulation of carbohydrate metabolic process
26	115	0.49442	0.00001	0.01800	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production
33	146	0.49435	0.00000	0.00050	GO:2001242	regulation of intrinsic apoptotic signaling pathway
48	213	0.49406	0.00000	<0.00050	GO:0007159	leukocyte cell-cell adhesion
58	258	0.49405	0.00000	<0.00050	GO:0072511	divalent inorganic cation transport
188	873	0.49364	0.00000	<0.00050	GO:0022857	transmembrane transporter activity
39	173	0.49330	0.00000	<0.00050	GO:1903531	negative regulation of secretion by cell
